brand,name,rating,votes,url,last_crawled,sex
M_Micallef,Note Vanillée M. Micallef,4.05,857,https://www.fragrantica.com/perfume/M-Micallef/Note-Vanillee-4334.html,2025-11-14T23:08:57.559466,
Dior,Dolce Vita,4.05,10529,https://www.fragrantica.com/perfume/Dior/Dolce-Vita-222.html,2025-11-12T10:10:22.399131,
Clive_Christian,X For Women Clive Christian,4.05,1077,https://www.fragrantica.com/perfume/Clive-Christian/X-For-Women-4652.html,2025-11-14T20:24:13.331613,
M_Micallef,Gardenia No 41 M. Micallef,4.05,21,https://www.fragrantica.com/perfume/M-Micallef/Gardenia-No-41-18579.html,2025-11-14T22:25:07.756832,
WIDIAN,Aswan,4.05,193,https://www.fragrantica.com/perfume/WIDIAN/Aswan-69441.html,2025-11-17T14:11:43.792981,unisex
Dior,Tendre Poison,4.05,3245,https://www.fragrantica.com/perfume/Dior/Tendre-Poison-220.html,2025-11-12T10:27:33.906420,
James_Heeley,Phoenicia James Heeley,4.05,173,https://www.fragrantica.com/perfume/James-Heeley/Phoenicia-31218.html,2025-11-18T08:56:07.344222,unisex
Giorgio_Armani,Armani Code Summer pour Femme Giorgio Armani,4.05,102,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Summer-pour-Femme-5746.html,2025-11-14T18:22:17.547839,
Clive_Christian,XX Art Nouveau Papyrus Clive Christian,4.05,114,https://www.fragrantica.com/perfume/Clive-Christian/XX-Art-Nouveau-Papyrus-50929.html,2025-11-14T20:58:59.610262,
M_Micallef,White Flowers M. Micallef,4.05,39,https://www.fragrantica.com/perfume/M-Micallef/White-Flowers-18568.html,2025-11-14T23:02:38.285322,
Roja_Dove,Roja Dove Haute Parfumerie 20th Anniversary Roja Dove,4.05,55,https://www.fragrantica.com/perfume/Roja-Dove/Roja-Dove-Haute-Parfumerie-20th-Anniversary-92641.html,2025-11-07T09:24:18.021925,unisex
Atelier_des_Ors,Rose Omeyyade Atelier des Ors,4.05,886,https://www.fragrantica.com/perfume/Atelier-des-Ors/Rose-Omeyyade-29717.html,2025-11-17T15:53:09.794796,unisex
Roja_Dove,Lost In Paris Roja Dove,4.05,309,https://www.fragrantica.com/perfume/Roja-Dove/Lost-In-Paris-97481.html,2025-11-07T09:23:48.503229,unisex
Dior,Sakura,4.05,1016,https://www.fragrantica.com/perfume/Dior/Sakura-48379.html,2025-11-12T09:34:28.608576,unisex
Penhaligon_s,Paithani Penhaligon's,4.05,149,https://www.fragrantica.com/perfume/Penhaligon-s/Paithani-45239.html,2025-11-10T21:37:53.785823,
Jo_Malone_London,Redcurrant & Cream Jo Malone London,4.05,223,https://www.fragrantica.com/perfume/Jo-Malone-London/Redcurrant-Cream-17683.html,2025-11-17T16:22:24.174889,
Penhaligon_s,Lily & Spice Penhaligon's,4.05,550,https://www.fragrantica.com/perfume/Penhaligon-s/Lily-Spice-4544.html,2025-11-10T22:15:17.983733,
Jo_Malone_London,Tobacco & Mandarin Jo Malone London,4.05,130,https://www.fragrantica.com/perfume/Jo-Malone-London/Tobacco-Mandarin-42349.html,2025-11-17T17:22:04.877265,unisex
Hiram_Green,Slowdive Hiram Green,4.05,1118,https://www.fragrantica.com/perfume/Hiram-Green/Slowdive-47892.html,2025-12-03T21:54:36.131587,unisex
Amouage,The Library Collection Opus III,4.05,1006,https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-III-9921.html,2025-11-06T15:13:54.065866,unisex
Acqua_di_Parma,Luce di Rosa Acqua di Parma,4.05,206,https://www.fragrantica.com/perfume/Acqua-di-Parma/Luce-di-Rosa-95859.html,2025-11-11T21:22:27.696832,unisex
Lorenzo_Pazzaglia,Summer Hammer Lorenzo Pazzaglia,4.05,1362,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Summer-Hammer-81476.html,2025-11-19T16:13:00.000028,unisex
Guerlain,Néroli Plein Sud,4.05,437,https://www.fragrantica.com/perfume/Guerlain/Neroli-Plein-Sud-88607.html,2025-11-12T21:00:04.688772,unisex
Jo_Malone_London,Hinoki & Cedarwood Jo Malone London,4.05,525,https://www.fragrantica.com/perfume/Jo-Malone-London/Hinoki-Cedarwood-96902.html,2025-11-17T16:03:40.017981,unisex
Xerjoff,Italica,4.05,1666,https://www.fragrantica.com/perfume/Xerjoff/Italica-41149.html,2025-11-06T23:48:43.661742,unisex
Jo_Malone_London,Darjeeling Tea Jo Malone London,4.05,129,https://www.fragrantica.com/perfume/Jo-Malone-London/Darjeeling-Tea-36753.html,2025-11-17T22:58:47.393143,unisex
Guerlain,Shalimar Souffle de Parfum 2016,4.05,151,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Souffle-de-Parfum-2016-38191.html,2025-11-12T22:59:50.343978,
Francesca_Bianchi,Tyger Tyger Francesca Bianchi,4.05,1316,https://www.fragrantica.com/perfume/Francesca-Bianchi/Tyger-Tyger-64029.html,2025-11-19T15:43:46.274053,unisex
Creed,Original Santal,4.05,2910,https://www.fragrantica.com/perfume/Creed/Original-Santal-473.html,2025-11-07T15:54:22.058563,unisex
Creed,Himalaya,4.05,2871,https://www.fragrantica.com/perfume/Creed/Himalaya-465.html,2025-11-07T15:05:14.536518,
Jo_Malone_London,Orris & Sandalwood Jo Malone London,4.05,516,https://www.fragrantica.com/perfume/Jo-Malone-London/Orris-Sandalwood-35021.html,2025-11-17T23:00:58.292131,unisex
Jo_Malone_London,Bronze Wood & Leather Jo Malone London,4.05,477,https://www.fragrantica.com/perfume/Jo-Malone-London/Bronze-Wood-Leather-52803.html,2025-11-17T23:01:35.379702,unisex
Jo_Malone_London,Vanilla & Anise Jo Malone London,4.05,807,https://www.fragrantica.com/perfume/Jo-Malone-London/Vanilla-Anise-6459.html,2025-11-17T16:20:57.698399,unisex
Giorgio_Armani,Ambre Soie Giorgio Armani,4.05,385,https://www.fragrantica.com/perfume/Giorgio-Armani/Ambre-Soie-405.html,2025-11-14T17:48:12.418303,unisex
Tauer_Perfumes,L'Air Des Alpes Suisses Tauer Perfumes,4.05,983,https://www.fragrantica.com/perfume/Tauer-Perfumes/L-Air-Des-Alpes-Suisses-56977.html,2025-11-19T15:25:29.050606,unisex
Guerlain,Aqua Allegoria Lavande Velours,4.05,361,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Lavande-Velours-61.html,2025-11-12T21:19:21.325874,unisex
Lorenzo_Pazzaglia,Que Chimba! Lorenzo Pazzaglia,4.05,190,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Que-Chimba-110747.html,2025-11-19T16:11:57.744192,unisex
Giorgio_Armani,Acqua di Giò Eau de Parfum Giorgio Armani,4.05,3358,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Eau-de-Parfum-71606.html,2025-11-14T17:45:21.955483,
Omanluxury,Wanderlust,4.05,510,https://www.fragrantica.com/perfume/Omanluxury/Wanderlust-51554.html,2025-11-10T21:34:20.208657,unisex
Xerjoff,Esquel,4.05,187,https://www.fragrantica.com/perfume/Xerjoff/Esquel-6302.html,2025-11-07T08:38:11.086965,
Jo_Malone_London,Midnight Black Tea Jo Malone London,4.05,124,https://www.fragrantica.com/perfume/Jo-Malone-London/Midnight-Black-Tea-36750.html,2025-11-17T23:19:41.981435,unisex
Giorgio_Armani,Armani Eau d’Aromes Giorgio Armani,4.05,698,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Eau-d-Aromes-22879.html,2025-11-14T17:45:15.085144,
Jo_Malone_London,Ginger Beer Cologne Jo Malone London,4.05,134,https://www.fragrantica.com/perfume/Jo-Malone-London/Ginger-Beer-Cologne-90252.html,2025-11-17T22:18:12.455467,unisex
Hiram_Green,Slowdive Hiram Green,4.05,1115,https://www.fragrantica.com/perfume/Hiram-Green/Slowdive-47892.html,2025-11-19T21:54:32.179572,unisex
Prada,Candy Kiss,4.05,2401,https://www.fragrantica.com/perfume/Prada/Prada-Candy-Kiss-34973.html,2025-11-14T12:22:36.166774,
Jo_Malone_London,Amber & Patchouli Jo Malone London,4.05,273,https://www.fragrantica.com/perfume/Jo-Malone-London/Amber-Patchouli-12927.html,2025-11-17T23:01:59.702462,unisex
Hiram_Green,Slowdive Hiram Green,4.05,1115,https://www.fragrantica.com/perfume/Hiram-Green/Slowdive-47892.html,2025-11-19T19:11:19.216045,unisex
Guerlain,L'Heure Blanche,4.05,63,https://www.fragrantica.com/perfume/Guerlain/L-Heure-Blanche-58941.html,2025-11-12T20:02:09.879872,
Jo_Malone_London,Green Almond & Redcurrant Jo Malone London,4.05,273,https://www.fragrantica.com/perfume/Jo-Malone-London/Green-Almond-Redcurrant-46197.html,2025-11-17T23:18:21.922170,unisex
Acqua_di_Parma,Rosa Nobile Hair Mist Acqua di Parma,4.05,21,https://www.fragrantica.com/perfume/Acqua-di-Parma/Rosa-Nobile-Hair-Mist-53650.html,2025-11-11T21:04:10.485890,
Guerlain,Shalimar Souffle de Parfum 2018,4.05,38,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Souffle-de-Parfum-2018-51921.html,2025-11-12T21:19:44.561044,
Jo_Malone_London,Star Magnolia Jo Malone London,4.05,310,https://www.fragrantica.com/perfume/Jo-Malone-London/Star-Magnolia-44050.html,2025-11-17T23:17:52.031594,
Tauer_Perfumes,L'Eau Tauer Perfumes,4.05,208,https://www.fragrantica.com/perfume/Tauer-Perfumes/L-Eau-45098.html,2025-11-19T15:24:51.950390,unisex
Clive_Christian,E for Men Gourmand Oriental With Sweet Clove Clive Christian,4.04,323,https://www.fragrantica.com/perfume/Clive-Christian/E-for-Men-Gourmand-Oriental-With-Sweet-Clove-47346.html,2025-11-14T20:21:48.114345,
Dior,Les Creations de Monsieur ella,4.04,536,https://www.fragrantica.com/perfume/Dior/Les-Creations-de-Monsieur-Dior-Diorella-7372.html,2025-11-11T23:04:12.888436,
Acqua_di_Parma,Colonia Ebano Acqua di Parma,4.04,329,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Ebano-43409.html,2025-11-11T21:37:55.227862,
Jo_Malone_London,Cypress & Grapevine Cologne Intense Jo Malone London,4.04,1197,https://www.fragrantica.com/perfume/Jo-Malone-London/Cypress-Grapevine-Cologne-Intense-61928.html,2025-11-17T23:18:41.199912,unisex
V_Canto,Arkano Delle Stelle V Canto,4.04,55,https://www.fragrantica.com/perfume/V-Canto/Arkano-Delle-Stelle-97351.html,2025-11-09T21:30:39.960939,unisex
Penhaligon_s,The Impudent Cousin Matthew Penhaligon's,4.04,357,https://www.fragrantica.com/perfume/Penhaligon-s/The-Impudent-Cousin-Matthew-53875.html,2025-11-10T21:39:02.422306,
Guerlain,Elixir Charnel Le Boise Torride,4.04,266,https://www.fragrantica.com/perfume/Guerlain/Elixir-Charnel-Le-Boise-Torride-6957.html,2025-11-12T16:29:08.015813,
Dior,Addict Eau Fraiche 2014,4.04,2208,https://www.fragrantica.com/perfume/Dior/Dior-Addict-Eau-Fraiche-2014-25611.html,2025-11-12T09:35:01.135544,
Giorgio_Armani,Acqua di Gioia Intense Giorgio Armani,4.04,407,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gioia-Intense-90952.html,2025-11-14T16:49:09.196429,
Penhaligon_s,Bayolea Penhaligon's,4.04,394,https://www.fragrantica.com/perfume/Penhaligon-s/Bayolea-26452.html,2025-11-10T21:56:45.326302,
Jean_Paul_Gaultier,Le Male Kilt Jean Paul Gaultier,4.04,25,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Kilt-6021.html,2025-11-15T15:40:27.754855,
Jo_Malone_London,Sunlit Cherimoya Cologne Jo Malone London,4.04,132,https://www.fragrantica.com/perfume/Jo-Malone-London/Sunlit-Cherimoya-Cologne-90020.html,2025-11-17T22:17:22.111545,unisex
Dior,Higher Energy,4.04,1438,https://www.fragrantica.com/perfume/Dior/Higher-Energy-234.html,2025-11-12T09:33:44.439146,
Tom_Ford,Violet Blonde Tom Ford,4.04,3379,https://www.fragrantica.com/perfume/Tom-Ford/Violet-Blonde-12767.html,2025-10-20T22:48:15.527376,
Clive_Christian,E for Women Green Fougere With Aromatic Lavender Clive Christian,4.04,89,https://www.fragrantica.com/perfume/Clive-Christian/E-for-Women-Green-Fougere-With-Aromatic-Lavender-47348.html,2025-11-14T20:42:36.948007,
Clive_Christian,XVII Baroque Siberian Pine Clive Christian,4.04,52,https://www.fragrantica.com/perfume/Clive-Christian/XVII-Baroque-Siberian-Pine-52253.html,2025-11-14T20:24:31.543895,
Guerlain,Idylle Eau Sublime,4.04,1024,https://www.fragrantica.com/perfume/Guerlain/Idylle-Eau-Sublime-13065.html,2025-11-12T22:21:16.618284,
Thameen,Amber Room,4.04,24,https://www.fragrantica.com/perfume/Thameen/Amber-Room-49690.html,2025-11-19T19:43:00.809909,unisex
Giorgio_Armani,Summer Mania Femme Giorgio Armani,4.04,50,https://www.fragrantica.com/perfume/Giorgio-Armani/Summer-Mania-Femme-2705.html,2025-11-14T16:48:38.148873,
Acqua_di_Parma,Colonia Club Acqua di Parma,4.04,1391,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Club-31424.html,2025-11-11T21:56:32.793925,unisex
Dior,Oud Ispahan,4.04,1079,https://www.fragrantica.com/perfume/Dior/Oud-Ispahan-48384.html,2025-11-11T23:19:14.518882,unisex
Acqua_di_Parma,Blue Mediterraneo Mirto di Panarea Limited Edition 2024 Acqua di Parma,4.04,51,https://www.fragrantica.com/perfume/Acqua-di-Parma/Blue-Mediterraneo-Mirto-di-Panarea-Limited-Edition-2024-95862.html,2025-11-11T21:56:08.045130,unisex
Dior,Rouge Trafalgar,4.04,1324,https://www.fragrantica.com/perfume/Dior/Rouge-Trafalgar-58665.html,2025-11-12T09:52:55.742924,
Tauer_Perfumes,14 Noontide Petals Tauer Perfumes,4.04,388,https://www.fragrantica.com/perfume/Tauer-Perfumes/14-Noontide-Petals-18156.html,2025-11-19T15:26:18.545707,unisex
Clive_Christian,L Red Tea Vetiver Clive Christian,4.04,208,https://www.fragrantica.com/perfume/Clive-Christian/L-Red-Tea-Vetiver-101977.html,2025-11-14T20:57:45.476027,unisex
Penhaligon_s,Racquets Formula Penhaligon's,4.04,115,https://www.fragrantica.com/perfume/Penhaligon-s/Racquets-Formula-7054.html,2025-11-10T21:54:18.921366,
Jean_Paul_Gaultier,Gaultier 2 Eau d'Amour Jean Paul Gaultier,4.04,269,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Gaultier-2-Eau-d-Amour-2205.html,2025-11-15T16:59:59.525662,unisex
Guerlain,Oud Essentiel,4.04,222,https://www.fragrantica.com/perfume/Guerlain/Oud-Essentiel-96471.html,2025-11-12T22:42:10.661660,unisex
M_Micallef,Art Collection 103 M. Micallef,4.04,27,https://www.fragrantica.com/perfume/M-Micallef/Art-Collection-103-18558.html,2025-11-15T06:39:38.460629,
Dior,Pure Poison,4.04,16795,https://www.fragrantica.com/perfume/Dior/Pure-Poison-214.html,2025-11-11T22:29:34.692159,
Guerlain,La Petite Robe Noire Eau de Parfum So Frenchy,4.04,28,https://www.fragrantica.com/perfume/Guerlain/La-Petite-Robe-Noire-Eau-de-Parfum-So-Frenchy-58904.html,2025-11-12T23:00:10.487243,
Guerlain,La Petite Robe Noire Macon&Lesquoy Edition,4.04,25,https://www.fragrantica.com/perfume/Guerlain/La-Petite-Robe-Noire-Macon-Lesquoy-Edition-28024.html,2025-11-12T11:48:48.977096,
Escentric_Molecules,Molecule 01 Limited Edition Escentric Molecules,4.04,46,https://www.fragrantica.com/perfume/Escentric-Molecules/Molecule-01-Limited-Edition-39204.html,2025-11-17T14:25:15.083532,unisex
Dior,J'adore L'Or (2023),4.04,1763,https://www.fragrantica.com/perfume/Dior/J-adore-L-Or-2023-84202.html,2025-11-12T10:27:40.900856,
Guerlain,Les Absolus d'Orient Santal Royal Collector,4.04,54,https://www.fragrantica.com/perfume/Guerlain/Les-Absolus-d-Orient-Santal-Royal-Collector-35680.html,2025-11-12T23:16:12.183611,unisex
Amouage,Portrayal Man,4.04,1397,https://www.fragrantica.com/perfume/Amouage/Portrayal-Man-54460.html,2025-11-06T15:15:35.548662,
Guerlain,Aqua Allegoria Forte Rosa Rossa,4.04,648,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Forte-Rosa-Rossa-76315.html,2025-11-12T23:16:49.093681,
Jean_Paul_Gaultier,Le Male Aviator Jean Paul Gaultier,4.04,426,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Aviator-58770.html,2025-11-15T17:01:15.298285,
Guerlain,Aqua Allegoria Lys Soleia,4.04,1631,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Lys-Soleia-14177.html,2025-11-12T11:30:23.057558,
Amouage,Jubilation 25 Woman,4.04,2621,https://www.fragrantica.com/perfume/Amouage/Jubilation-25-Woman-2367.html,2025-11-06T15:35:03.987960,
Omanluxury,Dejan,4.04,111,https://www.fragrantica.com/perfume/Omanluxury/Dejan-51549.html,2025-11-10T21:34:06.223331,unisex
Roja_Dove,Pierre de Velay Amour Roja Dove,4.04,25,https://www.fragrantica.com/perfume/Roja-Dove/Pierre-de-Velay-Amour-74228.html,2025-11-07T10:02:28.365057,unisex
Xerjoff,More Than Words,4.04,2885,https://www.fragrantica.com/perfume/Xerjoff/More-Than-Words-16450.html,2025-11-07T08:37:54.238369,unisex
Xerjoff,Shunkoin,4.04,888,https://www.fragrantica.com/perfume/Xerjoff/Shunkoin-16449.html,2025-11-07T08:39:23.067181,unisex
Xerjoff,Luna,4.04,127,https://www.fragrantica.com/perfume/Xerjoff/Luna-80273.html,2025-11-07T08:54:11.534766,unisex
Amouage,The Library Collection Opus IV,4.04,911,https://www.fragrantica.com/perfume/Amouage/The-Library-Collection-Opus-IV-10756.html,2025-11-06T15:50:32.291345,unisex
Xerjoff,Star Musk,4.04,330,https://www.fragrantica.com/perfume/Xerjoff/Star-Musk-21617.html,2025-11-07T06:41:42.413972,unisex
Guerlain,Shalimar Souffle de Parfum,4.04,4017,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Souffle-de-Parfum-26132.html,2025-11-12T21:00:42.332916,
Creed,Zeste Mandarine,4.04,23,https://www.fragrantica.com/perfume/Creed/Zeste-Mandarine-7274.html,2025-11-07T14:48:21.601636,unisex
Dior,Miss Absolutely Blooming,4.04,4820,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Absolutely-Blooming-39070.html,2025-11-11T22:46:31.579490,
Giorgio_Armani,Emporio Remix for Her Giorgio Armani,4.04,431,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Remix-for-Her-916.html,2025-11-14T17:09:53.123639,
Jo_Malone_London,London Rain Black Cedarwood & Juniper Jo Malone London,4.04,415,https://www.fragrantica.com/perfume/Jo-Malone-London/London-Rain-Black-Cedarwood-Juniper-22504.html,2025-11-17T23:20:13.531482,unisex
Penhaligon_s,The Coveted Duchess Rose Penhaligon's,4.04,1656,https://www.fragrantica.com/perfume/Penhaligon-s/The-Coveted-Duchess-Rose-40714.html,2025-11-10T21:37:22.192606,
Penhaligon_s,Malabah Penhaligon's,4.04,1128,https://www.fragrantica.com/perfume/Penhaligon-s/Malabah-3712.html,2025-11-10T21:37:09.143871,
James_Heeley,Iris de Nuit James Heeley,4.04,762,https://www.fragrantica.com/perfume/James-Heeley/Iris-de-Nuit-7850.html,2025-11-18T08:58:12.306915,unisex
Maison_Francis_Kurkdjian,Petit Matin Maison Francis Kurkdjian,4.04,2079,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Petit-Matin-40817.html,2025-11-10T20:39:58.128168,unisex
Maison_Francis_Kurkdjian,L'eau À la Rose Maison Francis Kurkdjian,4.04,875,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/L-eau-A-la-Rose-55118.html,2025-11-10T20:40:54.137149,
Prada,Luna Rossa Ocean Le Parfum,4.04,1208,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Ocean-Le-Parfum-91693.html,2025-11-14T11:52:10.931425,
Le_Labo,Citron 28 Seoul Le Labo,4.04,277,https://www.fragrantica.com/perfume/Le-Labo/Citron-28-Seoul-62513.html,2025-11-13T11:08:33.487707,unisex
Byredo,Animalique,4.04,1413,https://www.fragrantica.com/perfume/Byredo/Animalique-85157.html,2025-11-17T13:24:44.723195,unisex
Phlur,Cherry Stem,4.04,217,https://www.fragrantica.com/perfume/Phlur/Cherry-Stem-114035.html,2025-11-19T21:41:45.523126,
Amouage,Esprit d',4.03,102,https://www.fragrantica.com/perfume/Amouage/Esprit-d-Amouage-5761.html,2025-11-06T16:06:29.074118,
Creed,Acier Aluminium,4.03,240,https://www.fragrantica.com/perfume/Creed/Acier-Aluminium-7498.html,2025-11-07T15:05:58.365278,
James_Heeley,Verveine D'Eugène James Heeley,4.03,351,https://www.fragrantica.com/perfume/James-Heeley/Verveine-D-Eugene-7853.html,2025-11-18T08:55:48.677222,unisex
Le_Labo,Musc 25 Los Angeles Le Labo,4.03,536,https://www.fragrantica.com/perfume/Le-Labo/Musc-25-Los-Angeles-6338.html,2025-11-13T10:28:48.542262,unisex
Amouage,Fate Woman,4.03,2286,https://www.fragrantica.com/perfume/Amouage/Fate-Woman-18542.html,2025-11-06T15:33:41.217776,
Giorgio_Armani,Santal Dan Sha Giorgio Armani,4.03,495,https://www.fragrantica.com/perfume/Giorgio-Armani/Santal-Dan-Sha-78477.html,2025-11-14T17:24:51.350426,unisex
Jean_Paul_Gaultier,Classique Betty Boop Eau Fraiche Jean Paul Gaultier,4.03,262,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Classique-Betty-Boop-Eau-Fraiche-36635.html,2025-11-16T05:30:34.002160,
James_Heeley,L'Amandiere James Heeley,4.03,537,https://www.fragrantica.com/perfume/James-Heeley/L-Amandiere-13542.html,2025-11-18T08:57:21.256289,
Dior,Les Creations de Monsieur ling,4.03,182,https://www.fragrantica.com/perfume/Dior/Les-Creations-de-Monsieur-Dior-Diorling-13698.html,2025-11-12T10:44:49.557782,
M_Micallef,Vanille Gaiac M. Micallef,4.03,34,https://www.fragrantica.com/perfume/M-Micallef/Vanille-Gaiac-44499.html,2025-11-14T22:24:54.986574,unisex
Penhaligon_s,The Inimitable William Penhaligon Penhaligon's,4.03,941,https://www.fragrantica.com/perfume/Penhaligon-s/The-Inimitable-William-Penhaligon-63969.html,2025-11-11T06:35:08.729881,
Creed,Royal Mayfair 2024,4.03,113,https://www.fragrantica.com/perfume/Creed/Royal-Mayfair-2024-99603.html,2025-12-04T23:51:07.173707,unisex
Creed,Fleurissimo,4.03,804,https://www.fragrantica.com/perfume/Creed/Fleurissimo-4250.html,2025-11-07T15:04:11.952854,
Dior,J'Adore Absolu,4.03,1023,https://www.fragrantica.com/perfume/Dior/J-Adore-Absolu-51818.html,2025-11-12T10:26:44.538945,
Penhaligon_s,Legacy of Petra Penhaligon's,4.03,934,https://www.fragrantica.com/perfume/Penhaligon-s/Legacy-of-Petra-75584.html,2025-11-10T21:38:20.503794,unisex
Giorgio_Armani,Onde Mystere Giorgio Armani,4.03,255,https://www.fragrantica.com/perfume/Giorgio-Armani/Onde-Mystere-4669.html,2025-11-14T16:50:03.663358,
Le_Labo,Another 13 Le Labo,4.03,7112,https://www.fragrantica.com/perfume/Le-Labo/Another-13-10131.html,2025-11-13T10:28:15.304136,unisex
Byredo,Blanche Absolu,4.03,251,https://www.fragrantica.com/perfume/Byredo/Blanche-Absolu-103743.html,2025-11-17T13:45:02.830256,unisex
Guerlain,Oeillet Pourpre,4.03,210,https://www.fragrantica.com/perfume/Guerlain/Oeillet-Pourpre-69273.html,2025-11-12T22:58:57.216884,unisex
Jean_Paul_Gaultier,Le Male Lover Jean Paul Gaultier,4.03,1070,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Lover-89720.html,2025-11-16T05:51:07.922365,
Giorgio_Armani,Si Rose Signature Giorgio Armani,4.03,489,https://www.fragrantica.com/perfume/Giorgio-Armani/Si-Rose-Signature-35248.html,2025-11-14T16:27:58.436232,
Acqua_di_Parma,Quercia Eau de Parfum Acqua di Parma,4.03,633,https://www.fragrantica.com/perfume/Acqua-di-Parma/Quercia-Eau-de-Parfum-56001.html,2025-11-11T21:06:18.424687,unisex
Roja_Dove,Karenina Roja Dove,4.03,131,https://www.fragrantica.com/perfume/Roja-Dove/Karenina-40686.html,2025-11-07T09:43:48.414504,
V_Canto,Irae V Canto,4.03,359,https://www.fragrantica.com/perfume/V-Canto/Irae-30642.html,2025-11-09T21:14:17.380138,unisex
Xerjoff,Kobe,4.03,772,https://www.fragrantica.com/perfume/Xerjoff/Kobe-6309.html,2025-11-07T08:53:09.450935,
Roja_Dove,Danger Pour Homme Parfum Cologne Roja Dove,4.03,756,https://www.fragrantica.com/perfume/Roja-Dove/Danger-Pour-Homme-Parfum-Cologne-57875.html,2025-11-07T09:42:51.683719,
Xerjoff,XJ 1861 Decas,4.03,1069,https://www.fragrantica.com/perfume/Xerjoff/XJ-1861-Decas-66198.html,2025-11-07T08:54:36.421214,unisex
Dior,Rose Kabuki,4.03,434,https://www.fragrantica.com/perfume/Dior/Rose-Kabuki-48380.html,2025-11-11T23:02:52.849916,unisex
Matiere_Premiere,Santal Austral Extrait Matiere Premiere,4.03,126,https://www.fragrantica.com/perfume/Matiere-Premiere/Santal-Austral-Extrait-96553.html,2025-11-10T21:25:42.311436,unisex
Dior,J'adore Le Jasmin,4.03,162,https://www.fragrantica.com/perfume/Dior/J-adore-Le-Jasmin-3178.html,2025-11-11T22:47:09.419208,
Kajal,Homme II,4.03,291,https://www.fragrantica.com/perfume/Kajal/Kajal-Homme-II-65409.html,2025-11-19T17:44:46.020693,
Maison_Francis_Kurkdjian,Cologne Pour Le Matin Maison Francis Kurkdjian,4.03,172,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Cologne-Pour-Le-Matin-6980.html,2025-11-10T20:34:26.103330,unisex
Maison_Francis_Kurkdjian,Aqua Celestia Forte Maison Francis Kurkdjian,4.03,1143,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Aqua-Celestia-Forte-49217.html,2025-11-10T20:34:20.355678,unisex
Guerlain,Aqua Allegoria Grosellina,4.03,980,https://www.fragrantica.com/perfume/Guerlain/Aqua-Allegoria-Grosellina-59.html,2025-11-12T17:02:14.047864,
Xerjoff,Ether,4.03,218,https://www.fragrantica.com/perfume/Xerjoff/Ether-80263.html,2025-11-07T06:41:30.333976,unisex
Byredo,Rouge Chaotique,4.03,680,https://www.fragrantica.com/perfume/Byredo/Rouge-Chaotique-83369.html,2025-11-17T13:44:04.038175,unisex
Xerjoff,Cruz del Sur II,4.03,2758,https://www.fragrantica.com/perfume/Xerjoff/Cruz-del-Sur-II-46098.html,2025-11-06T23:50:21.181553,unisex
Jo_Malone_London,Rose Water & Vanilla Cologne (2023) Jo Malone London,4.03,182,https://www.fragrantica.com/perfume/Jo-Malone-London/Rose-Water-Vanilla-Cologne-2023-79464.html,2025-11-17T23:02:17.337344,unisex
Guerlain,La Petite Robe Noire Nectar,4.03,115,https://www.fragrantica.com/perfume/Guerlain/La-Petite-Robe-Noire-Nectar-64392.html,2025-11-12T22:20:31.818939,
Clive_Christian,Crab Apple Blossom Clive Christian,4.03,739,https://www.fragrantica.com/perfume/Clive-Christian/Crab-Apple-Blossom-63461.html,2025-11-14T20:43:30.769538,unisex
Acqua_di_Parma,Iris Nobile Sublime Acqua di Parma,4.03,258,https://www.fragrantica.com/perfume/Acqua-di-Parma/Iris-Nobile-Sublime-15724.html,2025-11-11T21:39:04.522732,
