brand,name,rating,votes,url,last_crawled,sex
Dior,Homme Sport 2021,4.37,5249,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-2021-71326.html,2025-11-11T22:10:20.821678,
Penhaligon_s,Roaring Radcliff Penhaligon's,4.37,679,https://www.fragrantica.com/perfume/Penhaligon-s/Roaring-Radcliff-43037.html,2025-11-10T21:55:45.015649,
Giorgio_Armani,Acqua di Gio Profumo Special Blend Giorgio Armani,4.37,373,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Profumo-Special-Blend-46467.html,2025-11-14T17:26:47.581977,
Giorgio_Armani,Armani Privé Oud Royal Giorgio Armani,4.37,1644,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Oud-Royal-10884.html,2025-11-14T17:27:41.902596,unisex
Guerlain,Mon Habit Rouge Taillé sur Mesure,4.37,51,https://www.fragrantica.com/perfume/Guerlain/Mon-Habit-Rouge-Taille-sur-Mesure-26095.html,2025-11-12T18:17:16.852165,
Guerlain,Heritage Eau de Parfum,4.37,1042,https://www.fragrantica.com/perfume/Guerlain/Heritage-Eau-de-Parfum-25312.html,2025-11-12T20:58:03.402759,
Prada,Infusion d'Iris Eau de Parfum Absolue,4.37,1031,https://www.fragrantica.com/perfume/Prada/Infusion-d-Iris-Eau-de-Parfum-Absolue-14227.html,2025-11-14T12:21:08.568662,
Roja_Dove,Vetiver Pour Homme Roja Dove,4.37,275,https://www.fragrantica.com/perfume/Roja-Dove/Vetiver-Pour-Homme-48797.html,2025-11-07T09:08:27.166703,
Xerjoff,Pikovaya Dama 2018,4.37,1124,https://www.fragrantica.com/perfume/Xerjoff/Pikovaya-Dama-2018-49504.html,2025-11-06T23:49:14.045042,unisex
Guerlain,Vetiver Sport,4.37,60,https://www.fragrantica.com/perfume/Guerlain/Vetiver-Sport-5737.html,2025-11-12T11:50:51.295433,
Guerlain,Candide Effluve,4.37,27,https://www.fragrantica.com/perfume/Guerlain/Candide-Effluve-11310.html,2025-11-12T16:11:32.142625,
Roja_Dove,Oligarch Roja Dove,4.37,694,https://www.fragrantica.com/perfume/Roja-Dove/Oligarch-40687.html,2025-11-07T09:07:12.972058,
Guerlain,L'Instant Magic Limited Edition,4.37,52,https://www.fragrantica.com/perfume/Guerlain/L-Instant-Magic-Limited-Edition-41905.html,2025-11-12T21:56:45.241563,
Prada,No11 Cuir Styrax,4.37,30,https://www.fragrantica.com/perfume/Prada/No11-Cuir-Styrax-13858.html,2025-11-14T12:20:56.430821,unisex
Le_Labo,Santal 33 Perfume Oil Le Labo,4.37,43,https://www.fragrantica.com/perfume/Le-Labo/Santal-33-Perfume-Oil-17278.html,2025-11-13T10:26:36.488801,unisex
Creed,Absolu Aventus,4.37,2420,https://www.fragrantica.com/perfume/Creed/Absolu-Aventus-84112.html,2025-11-07T15:03:51.697646,
Giorgio_Armani,Armani Code Elixir Giorgio Armani,4.37,318,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Elixir-1738.html,2025-11-14T16:31:01.555967,
Guerlain,Idylle Extract,4.37,83,https://www.fragrantica.com/perfume/Guerlain/Idylle-Extract-33558.html,2025-11-12T22:39:55.496902,
Guerlain,Parure,4.36,516,https://www.fragrantica.com/perfume/Guerlain/Parure-47.html,2025-11-12T21:38:12.414908,
Guerlain,Muguet Millésime 2018,4.36,39,https://www.fragrantica.com/perfume/Guerlain/Muguet-Millesime-2018-49316.html,2025-11-12T22:20:13.692305,
Dior,Midnight Poison Elixir,4.36,725,https://www.fragrantica.com/perfume/Dior/Midnight-Poison-Elixir-3909.html,2025-11-12T09:52:49.063787,
Guerlain,Mon Limited Edition 2019,4.36,39,https://www.fragrantica.com/perfume/Guerlain/Mon-Guerlain-Limited-Edition-2019-55748.html,2025-11-12T16:44:41.372029,
Prada,Luna Rossa Black,4.36,6727,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-Black-48682.html,2025-11-14T12:41:52.637452,
Creed,Selection Verte,4.36,187,https://www.fragrantica.com/perfume/Creed/Selection-Verte-7514.html,2025-11-07T14:49:37.310837,unisex
Prada,Luna Rossa 2024,4.36,92,https://www.fragrantica.com/perfume/Prada/Luna-Rossa-2024-99148.html,2025-11-14T12:44:58.047449,
Guerlain,Mon Exclusif,4.36,881,https://www.fragrantica.com/perfume/Guerlain/Mon-Exclusif-30944.html,2025-11-12T22:57:38.234275,
M_Micallef,Sashka M. Micallef,4.36,11,https://www.fragrantica.com/perfume/M-Micallef/Sashka-18572.html,2025-11-15T12:29:12.256905,unisex
Xerjoff,Ivory Route,4.36,2123,https://www.fragrantica.com/perfume/Xerjoff/Ivory-Route-16442.html,2025-11-06T23:31:00.686802,unisex
Guerlain,Habit Rouge Edition Voyage,4.36,22,https://www.fragrantica.com/perfume/Guerlain/Habit-Rouge-Edition-Voyage-16653.html,2025-11-12T11:13:06.218939,
Prada,No3 Cuir Amber,4.36,50,https://www.fragrantica.com/perfume/Prada/No3-Cuir-Amber-3217.html,2025-11-14T12:23:55.863865,unisex
Dior,issimo Extrait de Parfum,4.36,152,https://www.fragrantica.com/perfume/Dior/Diorissimo-Extrait-de-Parfum-26210.html,2025-11-11T22:46:45.093052,
Guerlain,Too Much Champs Elysees Vital Sensations,4.36,28,https://www.fragrantica.com/perfume/Guerlain/Too-Much-Champs-Elysees-Vital-Sensations-35855.html,2025-11-12T11:49:38.047679,unisex
Clive_Christian,X For Men Clive Christian,4.36,1610,https://www.fragrantica.com/perfume/Clive-Christian/X-For-Men-4650.html,2025-11-14T20:23:23.885485,
Dior,J’adore Touche de Parfum,4.36,395,https://www.fragrantica.com/perfume/Dior/J-adore-Touche-de-Parfum-31714.html,2025-11-12T10:46:42.426932,
Giorgio_Armani,Stronger With You Sandalwood Giorgio Armani,4.36,555,https://www.fragrantica.com/perfume/Giorgio-Armani/Stronger-With-You-Sandalwood-102519.html,2025-11-14T18:03:42.162081,unisex
WIDIAN,London,4.36,1161,https://www.fragrantica.com/perfume/WIDIAN/London-47781.html,2025-11-17T14:14:25.190316,unisex
Creed,Aubepine Acacia,4.36,45,https://www.fragrantica.com/perfume/Creed/Aubepine-Acacia-8888.html,2025-11-07T15:24:37.146872,
Giorgio_Armani,Armani Code Casino Limited Edition 2008 Giorgio Armani,4.36,36,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Casino-Limited-Edition-2008-3051.html,2025-11-14T17:27:35.019653,
Giorgio_Armani,Armani Privé Rose d'Arabie Giorgio Armani,4.36,2386,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rose-d-Arabie-10886.html,2025-11-14T16:31:13.978420,unisex
Guerlain,L'Âme d'Un Héros,4.36,99,https://www.fragrantica.com/perfume/Guerlain/L-Ame-d-Un-Heros-2282.html,2025-11-12T23:17:01.732775,
Guerlain,L'Homme Idéal Extrême,4.36,3227,https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-Extreme-60284.html,2025-11-12T16:12:10.229614,
Amouage,Majan,4.36,42,https://www.fragrantica.com/perfume/Amouage/Majan-13474.html,2025-11-06T16:07:43.209908,unisex
Creed,Vetiver Geranium,4.36,566,https://www.fragrantica.com/perfume/Creed/Vetiver-Geranium-24783.html,2025-11-07T15:06:16.407558,
Giorgio_Armani,Armani Code Special Blend Giorgio Armani,4.36,153,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Special-Blend-31954.html,2025-11-14T17:07:43.791488,
Tom_Ford,Tom Ford for Men Extreme Tom Ford,4.35,1282,https://www.fragrantica.com/perfume/Tom-Ford/Tom-Ford-for-Men-Extreme-1820.html,2025-10-20T22:47:49.865775,
Guerlain,Iris Ganache,4.35,928,https://www.fragrantica.com/perfume/Guerlain/Iris-Ganache-3810.html,2025-11-12T18:15:52.849521,
Giorgio_Armani,Armani Code Eau de Parfum Giorgio Armani,4.35,1667,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Code-Eau-de-Parfum-65581.html,2025-11-14T17:26:01.324216,
Dior,Homme Eau for Men,4.35,2846,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Eau-for-Men-22860.html,2025-11-12T09:33:57.004010,
Guerlain,L'Instant de pour Homme EDT,4.35,1284,https://www.fragrantica.com/perfume/Guerlain/L-Instant-de-Guerlain-pour-Homme-EDT-44762.html,2025-11-12T11:31:57.587639,
Amouage,Al Mas,4.35,69,https://www.fragrantica.com/perfume/Amouage/Al-Mas-20488.html,2025-11-06T15:34:38.506768,unisex
Amouage,Leather Sadah,4.35,23,https://www.fragrantica.com/perfume/Amouage/Leather-Sadah-71107.html,2025-11-06T15:50:26.349912,unisex
Dior,Pure Poison Elixir,4.35,1249,https://www.fragrantica.com/perfume/Dior/Pure-Poison-Elixir-796.html,2025-11-11T22:44:37.573458,
WIDIAN,Sahara,4.35,57,https://www.fragrantica.com/perfume/WIDIAN/Sahara-83984.html,2025-11-17T14:13:20.149759,unisex
Yas_Perfumes,Jazzab Yas Perfumes,4.35,20,https://www.fragrantica.com/perfume/Yas-Perfumes/Jazzab-39795.html,2025-11-14T08:29:08.532477,unisex
Clive_Christian,C for Men Clive Christian,4.35,548,https://www.fragrantica.com/perfume/Clive-Christian/C-for-Men-9728.html,2025-11-14T20:40:50.077131,
Zaharoff,Signature Rosé,4.35,315,https://www.fragrantica.com/perfume/Zaharoff/Signature-Rose-68189.html,2025-11-15T15:19:32.815919,unisex
Lorenzo_Pazzaglia,Coffeee Passion Lorenzo Pazzaglia,4.35,63,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Coffeee-Passion-114316.html,2025-11-19T16:11:45.041392,unisex
Dior,Hypnotic Poison Roller Pearl,4.35,298,https://www.fragrantica.com/perfume/Dior/Hypnotic-Poison-Roller-Pearl-53828.html,2025-11-12T10:10:39.429898,
Dior,,4.35,219,https://www.fragrantica.com/perfume/Dior/Dior-Dior-2607.html,2025-11-11T22:27:48.889504,
Guerlain,Vanille Planifolia Extrait 21,4.35,709,https://www.fragrantica.com/perfume/Guerlain/Vanille-Planifolia-Extrait-21-87539.html,2025-11-12T21:18:50.523320,unisex
Dior,Homme Sport 2012,4.35,2573,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Sport-2012-14719.html,2025-11-12T10:27:27.256213,
Dior,J'Adore Extrait de Parfum,4.35,88,https://www.fragrantica.com/perfume/Dior/J-Adore-Extrait-de-Parfum-26206.html,2025-11-12T09:54:35.742886,
Jean_Paul_Gaultier,Le Male Tonique Cologne Jean Paul Gaultier,4.35,31,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Tonique-Cologne-945.html,2025-11-15T18:37:22.611942,
Le_Labo,Gaiac 10 Tokyo Le Labo,4.35,1400,https://www.fragrantica.com/perfume/Le-Labo/Gaiac-10-Tokyo-6335.html,2025-11-13T10:45:32.066146,unisex
Guerlain,Habit Rouge Beau Cavalier,4.35,40,https://www.fragrantica.com/perfume/Guerlain/Habit-Rouge-Beau-Cavalier-7017.html,2025-11-12T12:22:50.750222,
Zaharoff,Pour Homme,4.35,17,https://www.fragrantica.com/perfume/Zaharoff/Zaharoff-Pour-Homme-56743.html,2025-11-15T15:20:07.978426,
Initio_Parfums_Prives,Side Effect Initio Parfums Prives,4.35,8134,https://www.fragrantica.com/perfume/Initio-Parfums-Prives/Side-Effect-42260.html,2025-11-17T14:52:41.898035,unisex
Giorgio_Armani,Emporio Armani Diamonds Black Carat for Him Giorgio Armani,4.35,228,https://www.fragrantica.com/perfume/Giorgio-Armani/Emporio-Armani-Diamonds-Black-Carat-for-Him-13071.html,2025-11-14T17:06:22.944825,
Yas_Perfumes,Nada Yas Yas Perfumes,4.35,17,https://www.fragrantica.com/perfume/Yas-Perfumes/Nada-Yas-28272.html,2025-11-14T08:29:50.661023,unisex
Roja_Dove,Fortnum & Mason The Perfume Roja Dove,4.35,89,https://www.fragrantica.com/perfume/Roja-Dove/Fortnum-Mason-The-Perfume-50605.html,2025-11-07T09:25:02.338517,unisex
Goldfield_Banks_Australia,Ingenious Ginger Goldfield & Banks Australia,4.35,2707,https://www.fragrantica.com/perfume/Goldfield-Banks-Australia/Ingenious-Ginger-81895.html,2025-11-14T11:49:07.989697,unisex
Xerjoff,Torino22,4.34,1757,https://www.fragrantica.com/perfume/Xerjoff/Torino22-77059.html,2025-11-06T23:32:47.681757,unisex
Dior,Jules (2016),4.34,364,https://www.fragrantica.com/perfume/Dior/Jules-2016-40736.html,2025-11-11T22:12:34.236879,
Xerjoff,Indochine,4.34,35,https://www.fragrantica.com/perfume/Xerjoff/Indochine-41209.html,2025-11-07T07:42:15.663694,unisex
Roja_Dove,Scandal Pour Homme Roja Dove,4.34,476,https://www.fragrantica.com/perfume/Roja-Dove/Scandal-Pour-Homme-17932.html,2025-11-07T10:20:44.143955,
Acqua_di_Parma,Colonia Intensa Oud Eau de Cologne Concentree Acqua di Parma,4.34,1002,https://www.fragrantica.com/perfume/Acqua-di-Parma/Colonia-Intensa-Oud-Eau-de-Cologne-Concentree-15519.html,2025-11-11T21:38:32.098107,
Dior,Addict Limited Edition Collect It,4.34,65,https://www.fragrantica.com/perfume/Dior/Dior-Addict-Limited-Edition-Collect-It-3041.html,2025-11-11T22:29:07.927830,
Xerjoff,Nio,4.34,2804,https://www.fragrantica.com/perfume/Xerjoff/Nio-10244.html,2025-11-06T23:49:20.301221,
Roja_Dove,Neroli Roja Dove,4.34,94,https://www.fragrantica.com/perfume/Roja-Dove/Neroli-16156.html,2025-11-07T10:20:18.833857,
Guerlain,Spiritueuse Double Vanille,4.34,122,https://www.fragrantica.com/perfume/Guerlain/Spiritueuse-Double-Vanille-38809.html,2025-11-12T22:20:19.307935,unisex
Guerlain,Shalimar Edition Charms Eau de Parfum,4.34,130,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Edition-Charms-Eau-de-Parfum-8140.html,2025-11-12T11:29:45.672425,
Guerlain,Cuir Béluga,4.34,3682,https://www.fragrantica.com/perfume/Guerlain/Cuir-Beluga-1019.html,2025-11-12T16:29:01.274876,unisex
Guerlain,L’Homme Idéal Cologne,4.34,4082,https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-Cologne-30620.html,2025-11-12T17:38:33.715183,
Amouage,Epic 56 Woman,4.34,511,https://www.fragrantica.com/perfume/Amouage/Epic-56-Woman-69700.html,2025-11-06T15:51:17.886383,
Guerlain,Néroli Outrenoir,4.34,1757,https://www.fragrantica.com/perfume/Guerlain/Neroli-Outrenoir-40345.html,2025-11-12T18:15:59.444863,unisex
Jean_Paul_Gaultier,Classique Essence de Parfum Jean Paul Gaultier,4.34,2102,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Classique-Essence-de-Parfum-39582.html,2025-11-15T18:37:28.859574,
Yas_Perfumes,Al Gharam Yas Perfumes,4.34,32,https://www.fragrantica.com/perfume/Yas-Perfumes/Al-Gharam-28235.html,2025-11-14T08:28:19.733237,
Guerlain,Tonka Sarrapia Extrait 75,4.34,465,https://www.fragrantica.com/perfume/Guerlain/Tonka-Sarrapia-Extrait-75-87541.html,2025-11-12T12:07:43.722168,unisex
Dior,Higher Black,4.34,59,https://www.fragrantica.com/perfume/Dior/Higher-Black-11792.html,2025-11-12T10:10:02.845475,
Guerlain,L'Initial Eau de Parfum,4.34,379,https://www.fragrantica.com/perfume/Guerlain/L-Initial-Eau-de-Parfum-67719.html,2025-11-12T22:59:38.938066,
Giorgio_Armani,Acqua di Giò Profondo Giorgio Armani,4.34,10708,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Profondo-59532.html,2025-11-14T18:23:09.046042,
Jean_Paul_Gaultier,Le Male Summer 2013 Jean Paul Gaultier,4.34,89,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Summer-2013-17823.html,2025-11-15T15:42:13.070332,
Prada,L'Homme Absolu,4.34,233,https://www.fragrantica.com/perfume/Prada/Prada-L-Homme-Absolu-51637.html,2025-11-14T12:23:31.717961,
Guerlain,Vega,4.34,261,https://www.fragrantica.com/perfume/Guerlain/Vega-10883.html,2025-11-12T16:10:08.331367,
Dior,Jules,4.34,494,https://www.fragrantica.com/perfume/Dior/Jules-1243.html,2025-11-11T23:19:44.496924,
Guerlain,Guerlinade,4.34,157,https://www.fragrantica.com/perfume/Guerlain/Guerlinade-23568.html,2025-11-12T12:22:38.002293,
Versace,Jeans Couture Man,4.34,167,https://www.fragrantica.com/perfume/Versace/Jeans-Couture-Man-641.html,2025-11-19T19:25:16.057059,
Tauer_Perfumes,Les Années 25 Bis Tauer Perfumes,4.34,134,https://www.fragrantica.com/perfume/Tauer-Perfumes/Les-Annees-25-Bis-65416.html,2025-11-19T15:27:34.338361,unisex
Guerlain,Le Bouquet de la Mariee,4.34,209,https://www.fragrantica.com/perfume/Guerlain/Le-Bouquet-de-la-Mariee-29612.html,2025-11-12T16:27:08.968770,
Giorgio_Armani,Armani Privé Rose d'Arabie Limited Edition 2018 Giorgio Armani,4.34,79,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rose-d-Arabie-Limited-Edition-2018-51914.html,2025-11-14T17:27:17.101318,unisex
Dior,Rose Elixir Precieux,4.33,64,https://www.fragrantica.com/perfume/Dior/Rose-Elixir-Precieux-22982.html,2025-11-11T22:44:25.125706,unisex
Guerlain,L'Heure de Nuit,4.33,691,https://www.fragrantica.com/perfume/Guerlain/L-Heure-de-Nuit-16990.html,2025-11-12T16:44:16.362767,
Zaharoff,The Siren,4.33,143,https://www.fragrantica.com/perfume/Zaharoff/The-Siren-67595.html,2025-11-15T15:22:04.351299,unisex
Creed,Aventus,4.33,24247,https://www.fragrantica.com/perfume/Creed/Aventus-9828.html,2025-11-07T15:26:17.647173,
Amouage,Incense Rori,4.33,104,https://www.fragrantica.com/perfume/Amouage/Incense-Rori-71112.html,2025-11-06T14:58:14.890269,unisex
Guerlain,Homme Eau de Parfum (2016),4.33,2082,https://www.fragrantica.com/perfume/Guerlain/Guerlain-Homme-Eau-de-Parfum-2016-47793.html,2025-11-12T17:21:54.027319,
Roja_Dove,Parfum De La Nuit No 2 Roja Dove,4.33,314,https://www.fragrantica.com/perfume/Roja-Dove/Parfum-De-La-Nuit-No-2-30774.html,2025-11-07T10:18:39.044209,unisex
Acqua_di_Parma,Essenza di Colonia Acqua di Parma,4.33,4042,https://www.fragrantica.com/perfume/Acqua-di-Parma/Essenza-di-Colonia-9829.html,2025-11-11T21:22:53.248298,
Giorgio_Armani,Armani Prive La Femme Bleue Giorgio Armani,4.33,67,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-La-Femme-Bleue-12758.html,2025-11-14T17:28:00.162215,
M_Micallef,Sultan Gâteau d'Or M. Micallef,4.33,6,https://www.fragrantica.com/perfume/M-Micallef/Sultan-Gateau-d-Or-40827.html,2025-11-14T23:22:14.871293,
Roja_Dove,Musk Aoud Roja Dove,4.33,529,https://www.fragrantica.com/perfume/Roja-Dove/Musk-Aoud-23008.html,2025-11-07T10:18:58.101671,unisex
Clive_Christian,1872 For Men Clive Christian,4.33,1450,https://www.fragrantica.com/perfume/Clive-Christian/1872-For-Men-4646.html,2025-11-14T20:22:19.845287,
Jo_Malone_London,Ginger Biscuit Jo Malone London,4.33,510,https://www.fragrantica.com/perfume/Jo-Malone-London/Ginger-Biscuit-17685.html,2025-11-17T16:01:37.121254,
Giorgio_Armani,Ikat Rouge Giorgio Armani,4.33,60,https://www.fragrantica.com/perfume/Giorgio-Armani/Ikat-Rouge-63630.html,2025-11-14T17:47:12.296694,unisex
Maison_Francis_Kurkdjian,Coloratura Maison Francis Kurkdjian,4.33,24,https://www.fragrantica.com/perfume/Maison-Francis-Kurkdjian/Coloratura-20192.html,2025-11-10T20:32:16.674626,unisex
Roja_Dove,Bergdorf Pour Femme Roja Dove,4.33,93,https://www.fragrantica.com/perfume/Roja-Dove/Bergdorf-Pour-Femme-31494.html,2025-11-07T09:06:34.270547,
Byredo,Le Gant,4.33,45,https://www.fragrantica.com/perfume/Byredo/Le-Gant-41722.html,2025-11-17T13:42:18.489546,unisex
Jean_Paul_Gaultier,Classique Corset Couture Jean Paul Gaultier,4.33,12,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Classique-Corset-Couture-17663.html,2025-11-15T18:36:47.331666,
M_Micallef,Peach Crystal No. 4 M. Micallef,4.33,6,https://www.fragrantica.com/perfume/M-Micallef/Peach-Crystal-No-4-44813.html,2025-11-15T12:28:59.300158,
Xerjoff,Louis XV 1722 Rosé,4.33,3,https://www.fragrantica.com/perfume/Xerjoff/Louis-XV-1722-Rose-116896.html,2025-11-07T07:43:10.240991,unisex
Guerlain,Eau de Fleurs de Cedrat,4.33,426,https://www.fragrantica.com/perfume/Guerlain/Eau-de-Fleurs-de-Cedrat-5398.html,2025-11-12T17:56:58.852729,unisex
Acqua_di_Parma,Acqua di Parma Colonia Edizione Centenario Acqua di Parma,4.33,6,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Colonia-Edizione-Centenario-42460.html,2025-11-11T21:23:45.697619,unisex
Matiere_Premiere,Falcon Leather Extrait Matiere Premiere,4.32,157,https://www.fragrantica.com/perfume/Matiere-Premiere/Falcon-Leather-Extrait-96042.html,2025-11-10T21:25:16.850571,unisex
Penhaligon_s,Kensington Amber Penhaligon's,4.32,199,https://www.fragrantica.com/perfume/Penhaligon-s/Kensington-Amber-49653.html,2025-11-10T22:13:34.603725,unisex
Giorgio_Armani,Encens Satin Giorgio Armani,4.32,543,https://www.fragrantica.com/perfume/Giorgio-Armani/Encens-Satin-25990.html,2025-11-14T17:26:53.620388,unisex
Penhaligon_s,The Blazing Mr Sam Penhaligon's,4.32,2045,https://www.fragrantica.com/perfume/Penhaligon-s/The-Blazing-Mr-Sam-50255.html,2025-11-11T06:34:35.604314,
Guerlain,Coque d'Or,4.32,25,https://www.fragrantica.com/perfume/Guerlain/Coque-d-Or-20811.html,2025-11-12T12:22:06.558251,
Jean_Paul_Gaultier,Le Beau Jean Paul Gaultier,4.32,9782,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Beau-55785.html,2025-11-15T16:02:20.507648,
Prada,Candy Collector's Edition,4.32,28,https://www.fragrantica.com/perfume/Prada/Prada-Candy-Collector-s-Edition-41972.html,2025-11-14T12:22:23.739429,
Guerlain,Habit Rouge Sport,4.32,325,https://www.fragrantica.com/perfume/Guerlain/Habit-Rouge-Sport-5456.html,2025-11-12T16:26:44.332458,
Guerlain,Shalimar Indian Nights by Maison Gripoix,4.32,22,https://www.fragrantica.com/perfume/Guerlain/Shalimar-Indian-Nights-by-Maison-Gripoix-28975.html,2025-11-12T16:26:55.973518,
WIDIAN,Gold II,4.32,133,https://www.fragrantica.com/perfume/WIDIAN/Gold-II-38447.html,2025-11-17T14:13:01.284845,unisex
Giorgio_Armani,Acqua di Gio Essenza Giorgio Armani,4.32,2820,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Essenza-14825.html,2025-11-14T16:30:49.868015,
Xerjoff,Tony Iommi Monkey Special,4.32,3825,https://www.fragrantica.com/perfume/Xerjoff/Tony-Iommi-Monkey-Special-70789.html,2025-11-06T23:33:20.042137,unisex
Xerjoff,Alexandria II Anniversary,4.32,305,https://www.fragrantica.com/perfume/Xerjoff/Alexandria-II-Anniversary-89904.html,2025-11-07T07:42:57.763410,unisex
Guerlain,Muguet Millésime 2019,4.32,25,https://www.fragrantica.com/perfume/Guerlain/Muguet-Millesime-2019-54748.html,2025-11-12T20:58:40.621385,
Lorenzo_Pazzaglia,Van Sea Lorenzo Pazzaglia,4.32,232,https://www.fragrantica.com/perfume/Lorenzo-Pazzaglia/Van-Sea-74244.html,2025-11-19T16:11:13.691373,unisex
Tauer_Perfumes,Rose Absolue Tauer Perfumes,4.32,28,https://www.fragrantica.com/perfume/Tauer-Perfumes/Rose-Absolue-110392.html,2025-11-19T15:25:46.821964,
Xerjoff,Aubres (The Fortnum & Mason Exclusive),4.32,38,https://www.fragrantica.com/perfume/Xerjoff/Aubres-The-Fortnum-Mason-Exclusive-55135.html,2025-11-06T23:49:01.814353,unisex
Guerlain,L'Instant de pour Homme,4.32,3684,https://www.fragrantica.com/perfume/Guerlain/L-Instant-de-Guerlain-pour-Homme-52.html,2025-11-12T22:22:29.854984,
Guerlain,Fève Gourmande,4.32,1014,https://www.fragrantica.com/perfume/Guerlain/Feve-Gourmande-87746.html,2025-11-12T21:58:02.455855,
Guerlain,Coriolan,4.32,529,https://www.fragrantica.com/perfume/Guerlain/Coriolan-2288.html,2025-11-12T22:21:23.473486,
Guerlain,L'Heure Bleue Eau de Toilette,4.32,870,https://www.fragrantica.com/perfume/Guerlain/L-Heure-Bleue-Eau-de-Toilette-41153.html,2025-11-12T17:39:18.841945,
Giorgio_Armani,Ambre Eccentrico Giorgio Armani,4.32,1235,https://www.fragrantica.com/perfume/Giorgio-Armani/Ambre-Eccentrico-31209.html,2025-11-14T17:25:04.367494,unisex
Creed,Jardin d’Amalfi,4.32,988,https://www.fragrantica.com/perfume/Creed/Jardin-d-Amalfi-13389.html,2025-11-07T14:47:31.920742,unisex
Byredo,Rose of No Man's Land Absolu,4.32,123,https://www.fragrantica.com/perfume/Byredo/Rose-of-No-Man-s-Land-Absolu-108422.html,2025-11-17T13:42:06.270101,unisex
Creed,Aventus Cologne,4.32,2921,https://www.fragrantica.com/perfume/Creed/Aventus-Cologne-51692.html,2025-11-07T14:49:24.471820,
Roja_Dove,Burlington 1819 Roja Dove,4.32,1586,https://www.fragrantica.com/perfume/Roja-Dove/Burlington-1819-62320.html,2025-11-07T09:06:53.794827,unisex
Giorgio_Armani,Armani Privé Ombre & Lumiere Giorgio Armani,4.32,82,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Ombre-Lumiere-25081.html,2025-11-14T18:22:29.035851,
Dior,Miss Brume Soyeuse pour le Corps,4.32,215,https://www.fragrantica.com/perfume/Dior/Miss-Dior-Brume-Soyeuse-pour-le-Corps-37572.html,2025-11-12T10:46:29.580325,
Creed,Angélique Encens (2019),4.32,22,https://www.fragrantica.com/perfume/Creed/Angelique-Encens-2019-58229.html,2025-11-07T15:05:39.782300,
Acqua_di_Parma,Acqua di Parma Blu Mediterraneo - Fico di Amalfi Acqua di Parma,4.32,7880,https://www.fragrantica.com/perfume/Acqua-di-Parma/Acqua-di-Parma-Blu-Mediterraneo-Fico-di-Amalfi-1687.html,2025-11-11T21:21:37.312896,unisex
Creed,Spice and Wood,4.32,1369,https://www.fragrantica.com/perfume/Creed/Spice-and-Wood-10101.html,2025-11-07T15:06:28.903774,unisex
Tom_Ford,Beau De Jour Eau de Parfum Tom Ford,4.32,4090,https://www.fragrantica.com/perfume/Tom-Ford/Beau-De-Jour-Eau-de-Parfum-59064.html,2025-10-20T22:46:13.592415,
Zaharoff,Signature Aurum,4.32,191,https://www.fragrantica.com/perfume/Zaharoff/Signature-Aurum-88125.html,2025-11-15T15:19:19.130551,unisex
Roja_Dove,Isola Blu Roja Dove,4.32,1023,https://www.fragrantica.com/perfume/Roja-Dove/Isola-Blu-80177.html,2025-11-07T09:07:55.760154,unisex
Giorgio_Armani,Armani Prive Rose d'Arabie Limited Edition Swarovski Giorgio Armani,4.32,97,https://www.fragrantica.com/perfume/Giorgio-Armani/Armani-Prive-Rose-d-Arabie-Limited-Edition-Swarovski-29225.html,2025-11-14T18:04:31.908973,unisex
Guerlain,Mon Gold Collector Edition,4.32,79,https://www.fragrantica.com/perfume/Guerlain/Mon-Guerlain-Gold-Collector-Edition-56983.html,2025-11-12T11:31:06.217439,
